0 [1,3182L,14257L,6363L,45638L,0,59895L,8,1.17]
0 [1,27136L,35387L,23276L,63600L,0,98987L,13,5.06]
0 [1,51051L,54409L,15409L,62215L,0,116624L,11,7.59]
0 [1,8215L,29756L,0,11964L,0,41720L,45,2.5]
0 [1,0L,15231L,0,4891L,0,20122L,14,0]
0 [1,0L,64006L,0,36961L,0,100967L,8,0]
0 [1,0L,15655L,0,4351L,0,20006L,14,0]
0 [1,14726L,21382L,3898L,19020L,0,40402L,14,4.9]
0 [1,0L,41479L,18321L,7712L,0,49191L,17,0]
0 [1,0L,56869L,21253L,11194L,0,68063L,17,0]
0 [1,0L,54285L,10506L,8015L,0,62300L,15,0]
0 [1,0L,112765L,33687L,18822L,0,131587L,17,0]
0 [1,0L,80550L,10854L,1257L,0,81807L,18,0]
0 [1,0L,241164L,15617L,12798L,0,253962L,22,0]
0 [1,0L,206881L,110574L,5145L,0,212026L,60,0]
0 [1,0L,198179L,110574L,5145L,0,203324L,59,0]
0 [1,0L,229051L,110574L,5145L,0,234196L,61,0]
0 [1,0L,179259L,110574L,5145L,0,184404L,57,0]
0 [1,0L,129448L,110574L,5145L,0,134593L,52,0]
0 [1,0L,88807L,8700L,5145L,0,93952L,34,0]
0 [1,0L,39201L,7761L,21970L,0,61171L,17,0]
0 [1,0L,182187L,0,6466L,0,188653L,19,0]
0 [1,0L,158723L,30868L,13805L,0,172528L,18,0]
0 [1,0L,263348L,199278L,34982L,0,298330L,36,0]
0 [1,0L,97254L,39394L,2468L,0,99722L,21,0]
0 [1,0L,28649L,9629L,2733L,0,31382L,17,0]
0 [1,0L,84676L,72308L,33222L,0,117898L,22,0]
0 [1,0L,39545L,18425L,8814L,0,48359L,17,0]
0 [1,0L,96871L,21463L,9463L,0,106334L,18,0]
0 [1,0L,153532L,46284L,100309L,0,253841L,11,0]
0 [1,0L,103855L,36607L,19111L,0,122966L,16,0]
0 [1,1663L,89053L,0,109164L,0,198217L,8,0.69]
0 [1,0L,103025L,0,97828L,0,200853L,9,0]
0 [1,5163L,29704L,6649L,155406L,0,185110L,12,2.37]
0 [1,0L,34009L,24627L,3785L,0,37794L,9,0]
0 [1,39524L,39232L,0,70796L,0,110028L,11,5.47]
0 [1,15683L,38699L,16239L,34376L,0,73075L,7,1.2]
0 [1,187929L,85670L,42509L,219791L,0,305461L,8,10.3]
0 [1,117355L,353830L,26567L,132657L,0,486487L,16,10.28]
0 [1,0L,32810L,3455L,13879L,0,46689L,10,0]
0 [1,17362L,25840L,10999L,22722L,0,48562L,11,3.4]
0 [1,16342L,84638L,12938L,20205L,0,104843L,16,3.31]
0 [1,48135L,17882L,6317L,74833L,0,92715L,7,4.52]
0 [1,56580L,135447L,127536L,65781L,0,201228L,8,4.53]
0 [1,15083L,59144L,27919L,23563L,0,82707L,10,2.47]
0 [1,292L,30513L,14254L,17710L,0,48223L,10,4.88]
0 [1,-1,38859L,0,1509781312881L,0,1509781351740L,8,0]
0 [1,54421L,38517L,7327L,62236L,0,100753L,11,4.37]
0 [1,15154L,10854L,5164L,30155L,0,41009L,8,4.09]
0 [1,4191L,13472L,6200L,7847L,0,21319L,8,5.37]
0 [1,5151L,10882L,5372L,14622L,0,25504L,8,3.29]
0 [1,0L,31294L,8622L,3456L,0,34750L,11,0]
0 [1,80605L,14911L,8155L,93587L,0,108498L,7,16.4]
0 [1,7908L,160596L,150488L,271760L,0,432356L,7,1.7]
0 [1,292836L,18683L,5414L,307434L,0,326117L,8,19.08]
0 [1,13175L,20383L,11878L,89266L,0,109649L,8,1.77]
0 [1,1728L,25456L,17309L,69580L,0,95036L,8,1.52]
0 [1,3657L,21064L,7851L,31981L,0,53045L,8,1.45]
0 [1,133465L,28816L,20656L,135220L,0,164036L,13,16.16]
0 [1,97477L,14738L,8878L,114783L,0,129521L,8,1.93]
0 [1,0L,19547L,9859L,6533L,0,26080L,8,0]
0 [1,4753L,34463L,24903L,226058L,0,260521L,9,2.23]
0 [1,3599L,19834L,10680L,20029L,0,39863L,8,1.79]
0 [1,0L,121669L,15833L,18311L,0,139980L,11,0]
0 [1,0L,137010L,12123L,32504L,0,169514L,13,0]
0 [1,430L,24951L,12637L,2306L,0,27257L,8,4.89]
0 [1,0L,115720L,18710L,21566L,0,137286L,15,0]
0 [1,3936L,168326L,5714L,26536L,0,194862L,23,1.29]
0 [1,1125L,8767L,2917L,2398L,0,11165L,11,1.39]
0 [1,0L,24341L,3929L,6952L,0,31293L,14,0]
0 [1,148340L,52563L,26515L,165744L,0,218307L,8,1.88]
0 [1,14619L,20487L,8415L,90110L,0,110597L,9,1.97]
0 [1,4169L,51820L,12148L,7679L,0,59499L,11,1.81]
0 [1,6571L,10853L,5244L,16004L,0,26857L,10,1.83]
0 [1,55128L,205830L,6505L,143505L,0,349335L,27,9.23]
0 [1,25292L,35881L,15357L,36336L,0,72217L,8,4.7]
0 [1,9095L,61880L,30794L,57881L,0,119761L,8,4.64]
0 [1,0L,92961L,14154L,37722L,0,130683L,14,0]
0 [1,0L,129629L,27330L,42621L,0,172250L,19,0]
0 [1,159409L,137823L,25291L,165364L,0,303187L,14,4.01]
0 [1,0L,69847L,9795L,3082L,0,72929L,15,0]
0 [1,0L,184828L,70747L,21026L,0,205854L,14,0]
0 [1,-1,93071L,9419L,1509751152333L,0,1509751245404L,14,0]
0 [1,14470L,51013L,7382L,36590L,0,87603L,14,3.72]
0 [1,0L,287605L,15835L,44998L,0,332603L,13,0]
0 [1,0L,161578L,13061L,3875L,0,165453L,14,0]
0 [1,9333L,1196615L,515593L,11259L,0,1207874L,39,1.01]
0 [1,0L,263539L,14155L,29237L,0,292776L,14,0]
0 [1,0L,110615L,40834L,36890L,0,147505L,14,0]
0 [1,0L,163450L,15051L,50740L,0,214190L,14,0]
0 [1,0L,173600L,9160L,44695L,0,218295L,14,0]
0 [1,0L,11675L,4459L,3999L,0,15674L,8,0]
0 [1,0L,26597L,9833L,17677L,0,44274L,10,0]
0 [1,34442L,17646L,7709L,40505L,0,58151L,8,4.31]
0 [1,0L,39851L,30502L,67572L,0,107423L,13,0]
0 [1,0L,129714L,54964L,24863L,0,154577L,15,0]
0 [1,0L,22184L,8652L,14925L,0,37109L,8,0]
0 [1,0L,14147L,5359L,42399L,0,56546L,8,0]
0 [1,0L,65794L,57230L,4122L,0,69916L,17,0]
0 [1,0L,36345L,24903L,13404L,0,49749L,7,0]
0 [1,6073L,20182L,13679L,11943L,0,32125L,8,3.12]
0 [1,43332L,20235L,11333L,103011L,0,123246L,7,3.2]
0 [1,2021L,58855L,27406L,2951L,0,61806L,11,1.97]
0 [1,18795L,97408L,42308L,156209L,0,253617L,17,1.97]
0 [1,0L,37550L,5029L,31553L,0,69103L,17,0]
0 [1,0L,65227L,4511L,34648L,0,99875L,17,0]
0 [1,0L,49662L,4651L,5594L,0,55256L,18,0]
0 [1,0L,64516L,10288L,2811L,0,67327L,16,0]
0 [1,0L,75869L,7312L,17132L,0,93001L,15,0]
0 [1,0L,71206L,4203L,8572L,0,79778L,18,0]
0 [1,0L,26489L,4708L,6284L,0,32773L,14,0]
0 [1,0L,28024L,5615L,3033L,0,31057L,14,0]
0 [1,0L,24059L,5160L,11235L,0,35294L,14,0]
0 [1,0L,55520L,12534L,8556L,0,64076L,14,0]
0 [1,0L,31853L,6579L,15692L,0,47545L,14,0]
0 [1,0L,169294L,12448L,12703L,0,181997L,18,0]
0 [1,0L,32453L,9062L,2305L,0,34758L,14,0]
0 [1,0L,33049L,5399L,1286L,0,34335L,13,0]
0 [1,0L,59642L,20825L,13519L,0,73161L,14,0]
0 [1,0L,36905L,8940L,11219L,0,48124L,14,0]
0 [1,0L,67745L,8081L,3054L,0,70799L,18,0]
0 [1,0L,46781L,14329L,5705L,0,52486L,13,0]
0 [1,0L,39958L,10587L,5545L,0,45503L,14,0]
0 [1,0L,28444L,5359L,8381L,0,36825L,14,0]
0 [1,0L,38845L,8459L,4375L,0,43220L,14,0]
0 [1,0L,61757L,22919L,3318L,0,65075L,19,0]
0 [1,0L,70623L,24794L,44546L,0,115169L,14,0]
0 [1,0L,30895L,7542L,16720L,0,47615L,15,0]
0 [1,0L,70568L,4807L,1730L,0,72298L,14,0]
0 [1,0L,68667L,30770L,3904L,0,72571L,19,0]
0 [1,0L,57816L,20451L,1808L,0,59624L,18,0]
0 [1,0L,55688L,45617L,18444L,0,74132L,19,0]
0 [1,0L,51356L,9976L,9211L,0,60567L,17,0]
0 [1,0L,26679L,4055L,3786L,0,30465L,15,0]
0 [1,0L,36930L,15995L,7677L,0,44607L,14,0]
0 [1,0L,42898L,17699L,2706L,0,45604L,13,0]
0 [1,0L,21533L,3997L,15522L,0,37055L,14,0]
0 [1,0L,42622L,10464L,1688L,0,44310L,14,0]
0 [1,0L,112475L,15768L,9454L,0,121929L,15,0]
0 [1,0L,54078L,9765L,10968L,0,65046L,14,0]
0 [1,0L,25738L,4048L,10581L,0,36319L,16,0]
0 [1,0L,253489L,25858L,33119L,0,286608L,26,0]
0 [1,0L,61340L,9822L,10293L,0,71633L,15,0]
0 [1,0L,39563L,9559L,1690L,0,41253L,15,0]
0 [1,0L,90468L,28485L,17298L,0,107766L,14,0]
0 [1,0L,224191L,20262L,14226L,0,238417L,17,0]
0 [1,0L,173353L,85028L,4368L,0,177721L,15,0]
0 [1,0L,35962L,9066L,1965L,0,37927L,14,0]
0 [1,0L,43832L,12767L,4612L,0,48444L,14,0]
0 [1,0L,66217L,9982L,2462L,0,68679L,14,0]
0 [1,0L,40327L,6017L,8606L,0,48933L,14,0]
0 [1,0L,43605L,5532L,8760L,0,52365L,14,0]
0 [1,0L,44393L,3605L,11602L,0,55995L,18,0]
0 [1,0L,31705L,6994L,5504L,0,37209L,14,0]
0 [1,0L,42654L,6361L,7699L,0,50353L,14,0]
0 [1,0L,49935L,6202L,50548L,0,100483L,14,0]
0 [1,0L,67640L,8423L,3826L,0,71466L,19,0]
0 [1,0L,122291L,37887L,39937L,0,162228L,19,0]
0 [1,0L,63618L,12069L,4794L,0,68412L,14,0]
0 [1,0L,137323L,49375L,1301L,0,138624L,31,0]
0 [1,0L,36706L,4370L,1301L,0,38007L,14,0]
0 [1,0L,65292L,21649L,5448L,0,70740L,14,0]
0 [1,0L,50395L,28385L,1684L,0,52079L,16,0]
0 [1,0L,34978L,5346L,1191L,0,36169L,14,0]
0 [1,0L,124205L,20074L,13513L,0,137718L,20,0]
0 [1,0L,33056L,8204L,27382L,0,60438L,14,0]
0 [1,0L,40458L,12073L,5161L,0,45619L,14,0]
0 [1,0L,36353L,7007L,4839L,0,41192L,14,0]
0 [1,0L,61423L,16846L,5225L,0,66648L,14,0]
0 [1,0L,31236L,7133L,2594L,0,33830L,14,0]
0 [1,0L,32719L,12778L,13645L,0,46364L,14,0]
0 [1,0L,50031L,7715L,6837L,0,56868L,14,0]
0 [1,0L,35681L,11733L,7148L,0,42829L,13,0]
0 [1,0L,38405L,25518L,13532L,0,51937L,27,0]
0 [1,0L,17505L,3459L,13532L,0,31037L,14,0]
0 [1,0L,32137L,8963L,32831L,0,64968L,14,0]
0 [1,0L,43456L,8457L,13948L,0,57404L,14,0]
0 [1,0L,43255L,11362L,3859L,0,47114L,14,0]
0 [1,0L,53359L,13115L,2581L,0,55940L,14,0]
0 [1,0L,45675L,11875L,19823L,0,65498L,14,0]
0 [1,0L,27993L,8167L,8851L,0,36844L,14,0]
0 [1,0L,27547L,6265L,6448L,0,33995L,14,0]
0 [1,0L,33656L,7007L,3845L,0,37501L,14,0]
0 [1,0L,32540L,7869L,10103L,0,42643L,14,0]
0 [1,0L,51537L,14039L,5948L,0,57485L,14,0]
0 [1,0L,53661L,5327L,36461L,0,90122L,14,0]
0 [1,0L,21482L,3107L,3120L,0,24602L,14,0]
0 [1,0L,30540L,10868L,1594L,0,32134L,14,0]
0 [1,0L,37217L,13928L,9573L,0,46790L,14,0]
0 [1,0L,45949L,10518L,15483L,0,61432L,14,0]
0 [1,0L,59508L,14435L,3301L,0,62809L,16,0]
0 [1,0L,30530L,4083L,5753L,0,36283L,14,0]
0 [1,0L,94429L,9269L,9268L,0,103697L,14,0]
0 [1,0L,48944L,14219L,14700L,0,63644L,14,0]
0 [1,0L,75127L,18781L,3438L,0,78565L,14,0]
0 [1,0L,51169L,6832L,4836L,0,56005L,15,0]
0 [1,0L,24069L,7376L,10405L,0,34474L,14,0]
0 [1,0L,123983L,43143L,10620L,0,134603L,14,0]
0 [1,0L,48245L,15509L,5996L,0,54241L,14,0]
0 [1,0L,74854L,9003L,16364L,0,91218L,14,0]
0 [1,0L,30481L,4444L,4950L,0,35431L,14,0]
0 [1,0L,163849L,57921L,29052L,0,192901L,18,0]
0 [1,0L,78118L,13020L,14068L,0,92186L,18,0]
0 [1,0L,102252L,60606L,4613L,0,106865L,19,0]
0 [1,0L,64683L,5989L,20105L,0,84788L,14,0]
0 [1,0L,40881L,40858L,4748L,0,45629L,18,0]
0 [1,0L,60290L,9540L,20781L,0,81071L,14,0]
0 [1,0L,119210L,19407L,10000L,0,129210L,18,0]
0 [1,0L,77558L,39833L,1304L,0,78862L,19,0]
0 [1,0L,30809L,4214L,3306L,0,34115L,14,0]
0 [1,0L,45669L,4003L,23754L,0,69423L,14,0]
0 [1,0L,34029L,4662L,11704L,0,45733L,14,0]
0 [1,0L,45051L,11418L,19590L,0,64641L,15,0]
0 [1,0L,33576L,4709L,1816L,0,35392L,14,0]
0 [1,0L,40633L,7391L,2839L,0,43472L,14,0]
0 [1,0L,24359L,5260L,2408L,0,26767L,14,0]
0 [1,0L,73115L,14971L,6836L,0,79951L,14,0]
0 [1,0L,40170L,6500L,4178L,0,44348L,14,0]
0 [1,0L,52424L,12325L,10540L,0,62964L,15,0]
0 [1,0L,48268L,12216L,7083L,0,55351L,14,0]
0 [1,0L,49396L,18001L,67440L,0,116836L,14,0]
0 [1,0L,47157L,8488L,6097L,0,53254L,15,0]
0 [1,0L,53410L,7162L,9525L,0,62935L,14,0]
0 [1,0L,35484L,10512L,14904L,0,50388L,14,0]
0 [1,0L,52374L,15012L,11544L,0,63918L,14,0]
0 [1,0L,61165L,29028L,95880L,0,157045L,14,0]
0 [1,0L,56654L,7908L,14496L,0,71150L,15,0]
0 [1,0L,72849L,26243L,11883L,0,84732L,14,0]
0 [1,0L,53115L,6554L,11308L,0,64423L,16,0]
0 [1,0L,55512L,18310L,12366L,0,67878L,14,0]
0 [1,0L,58030L,10927L,39422L,0,97452L,14,0]
0 [1,0L,50690L,5014L,31471L,0,82161L,14,0]
0 [1,0L,24149L,3301L,11193L,0,35342L,16,0]
0 [1,0L,69756L,39239L,7816L,0,77572L,14,0]
0 [1,0L,34867L,6046L,15862L,0,50729L,16,0]
0 [1,0L,33811L,8479L,22466L,0,56277L,14,0]
0 [1,0L,93244L,15949L,47021L,0,140265L,14,0]
0 [1,0L,327889L,12688L,5103L,0,332992L,20,0]
0 [1,0L,85961L,18374L,1503L,0,87464L,23,0]
0 [1,0L,58335L,18265L,5948L,0,64283L,14,0]
0 [1,0L,134160L,8360L,31070L,0,165230L,26,0]
0 [1,0L,41237L,8504L,14759L,0,55996L,15,0]
0 [1,0L,34908L,5845L,10419L,0,45327L,14,0]
0 [1,0L,32332L,6982L,17206L,0,49538L,14,0]
0 [1,0L,53428L,6271L,65013L,0,118441L,18,0]
0 [1,0L,76586L,50173L,11015L,0,87601L,24,0]
0 [1,0L,73761L,15854L,46316L,0,120077L,19,0]
0 [1,0L,179928L,15370L,12216L,0,192144L,14,0]
0 [1,0L,98706L,10673L,22644L,0,121350L,23,0]
0 [1,0L,99586L,64959L,66471L,0,166057L,23,0]
0 [1,0L,85064L,13310L,17311L,0,102375L,17,0]
0 [1,0L,58967L,23090L,6920L,0,65887L,16,0]
0 [1,0L,111406L,6424L,8594L,0,120000L,15,0]
0 [1,0L,30072L,5581L,48559L,0,78631L,18,0]
0 [1,0L,95338L,22605L,28659L,0,123997L,15,0]
0 [1,0L,97175L,11268L,13399L,0,110574L,22,0]
0 [1,0L,41925L,6526L,33661L,0,75586L,22,0]
0 [1,0L,45712L,9428L,16769L,0,62481L,19,0]
0 [1,0L,145209L,33266L,104440L,0,249649L,16,0]
0 [1,0L,59471L,7956L,239483L,0,298954L,15,0]
0 [1,0L,55695L,13052L,76303L,0,131998L,15,0]
0 [1,0L,69445L,11918L,8451L,0,77896L,28,0]
0 [1,0L,45144L,8190L,4437L,0,49581L,18,0]
0 [1,0L,86818L,8182L,16771L,0,103589L,23,0]
0 [1,0L,34271L,9213L,13147L,0,47418L,14,0]
0 [1,0L,37099L,3763L,8227L,0,45326L,15,0]
0 [1,47074L,179190L,17149L,766258L,0,945448L,21,4.61]
0 [1,21142L,157018L,4833L,48717L,0,205735L,14,1.31]
0 [1,2645L,69640L,11301L,48870L,0,118510L,15,1.37]
0 [1,7724L,49609L,13509L,65683L,0,115292L,18,1.36]
0 [1,210867L,186395L,10639L,47754L,0,234149L,503,1.27]
0 [1,1591L,38013L,13205L,23393L,0,61406L,11,1.02]
0 [1,0L,90662L,0,765059L,0,855721L,16,0]
0 [1,6010L,33940L,23236L,7985L,0,41925L,8,1.76]
0 [1,4149L,18007L,8606L,46939L,0,64946L,8,1.93]
0 [1,177L,32268L,13313L,19926L,0,52194L,11,3.18]
0 [1,13435L,18992L,5757L,43388L,0,62380L,10,3.25]
0 [1,6394L,17190L,7810L,13368L,0,30558L,10,2.67]
0 [1,25865L,55377L,24725L,44958L,0,100335L,10,2.93]
0 [1,9362L,11982L,3964L,70134L,0,82116L,8,2.95]
0 [1,3609L,49867L,5747L,5711L,0,55578L,11,2.95]
0 [1,9680L,15059L,6019L,48807L,0,63866L,7,3.18]
0 [1,4455L,45156L,9341L,8209L,0,53365L,11,2.98]
0 [1,10743L,24363L,8769L,38047L,0,62410L,8,3.22]
0 [1,2588L,22972L,5630L,9243L,0,32215L,10,2.93]
0 [1,12928L,37204L,6380L,16151L,0,53355L,17,2.95]
0 [1,48889L,70668L,8325L,74784L,0,145452L,10,2.95]
0 [1,32676L,37407L,5868L,235905L,0,273312L,11,2.91]
0 [1,35746L,27085L,17437L,48902L,0,75987L,7,2.99]
0 [1,20085L,28425L,8358L,29656L,0,58081L,8,2.91]
0 [1,14025L,12055L,4640L,15923L,0,27978L,7,3.18]
0 [1,15115L,69727L,4412L,22181L,0,91908L,11,3.25]
0 [1,26843L,20507L,10770L,38894L,0,59401L,15,2.91]
0 [1,3649L,13062L,5061L,5015L,0,18077L,8,3.18]
0 [1,20514L,18447L,3033L,31283L,0,49730L,10,2.96]
